,WORD,POS_TAG,COUNT,COUNT_ADJUST,LOG10
419,위,NNG,5965,26480.339285714283,4.422923545305786
420,붙,VV,5950,26413.75,4.421830063027975
421,꿈,NNG,5935,26347.160714285714,4.420733820590035
422,카드,NNG,5917,26267.25357142857,4.419414666576437
423,혼자,NNG,5897,26178.467857142856,4.417944225077232
424,소율이,NNP,5856,25996.45714285714,4.414914165349761
425,밖에,JX,5843,25938.746428571427,4.413948983609693
426,감기,NNG,5839,25920.989285714284,4.413651572550712
427,물어보,VV,5797,25734.539285714283,4.4105163976701975
428,ㄹ로,JKB,5797,25734.539285714283,4.4105163976701975
429,어,IC,5777,25645.75357142857,4.409015464840838
430,묻,VV,5763,25583.60357142857,4.407961716880782
431,모으,VV,5750,25525.892857142855,4.406980941989056
432,놀이터,NNG,5742,25490.37857142857,4.4063762854599124
433,조금,MAG,5735,25459.30357142857,4.405846519536712
434,말,VV,5708,25339.442857142854,4.403797061742035
435,그래,IC,5652,25090.842857142856,4.399515250475947
436,세,VA,5626,24975.421428571426,4.397512825128608
437,더니,EC,5613,24917.710714285713,4.3965081395190975
438,어제,MAG,5588,24806.72857142857,4.39456949474157
439,던,ETM,5545,24615.839285714286,4.391214647784604
440,시끄럽,VA,5540,24593.642857142855,4.390822862027855
441,기분,NNG,5486,24353.921428571426,4.386568900567936
442,목,NNG,5470,24282.892857142855,4.385300423632856
443,와,JC,5465,24260.696428571428,4.384903263585147
444,분,NNB,5460,24238.5,4.384505740004163
445,문,NNG,5442,24158.592857142856,4.383071634743164
446,주말,NNG,5433,24118.639285714286,4.382352802333147
447,풍선,NNG,5421,24065.367857142857,4.3813925045800195
448,따르,VV,5406,23998.77857142857,4.380189138662132
449,바꾸,VV,5393,23941.067857142854,4.379143517587588
450,공원,NNG,5373,23852.28214285714,4.377529937868119
451,낫,VV,5331,23665.83214285714,4.37412177982439
452,우와,IC,5292,23492.699999999997,4.370932932814889
453,김밥,NNG,5281,23443.867857142857,4.37002926478792
454,명,NNB,5274,23412.792857142857,4.3694532227568414
455,방,NNG,5245,23284.05357142857,4.367058589829002
456,닮,VV,5239,23257.417857142857,4.366561495747372
457,남,VV,5239,23257.417857142857,4.366561495747372
458,간식,NNG,5176,22977.742857142857,4.361307364960069
459,조용히,MAG,5169,22946.667857142857,4.360719629467116
460,지렁이,NNG,5131,22777.975,4.35751511195481
461,할머니,NNP,5126,22755.77857142857,4.3570916991476505
462,이,NR,5120,22729.142857142855,4.356583058275256
463,터,NNB,5111,22689.189285714285,4.355818978254662
464,얘,NP,5084,22569.32857142857,4.353518639181396
465,유치원,NNG,5081,22556.010714285712,4.353262292209721
466,태어나,VV,5076,22533.814285714285,4.352834710722092
467,싸우,VV,5069,22502.739285714284,4.3522353885228275
468,후,NNG,5016,22267.457142857143,4.347670625122086
469,멋있,VA,5008,22231.942857142854,4.346977417501798
470,영화,NNG,5002,22205.307142857142,4.346456784693909
471,누구,NP,4935,21907.875,4.340600254305081
472,나쁘,VA,4927,21872.360714285714,4.339895659574335
473,비행기,NNG,4906,21779.135714285712,4.338040641169792
474,없어지,VV,4902,21761.37857142857,4.337686404215485
475,얼마나,MAG,4900,21752.5,4.337509177327939
476,서,VV,4880,21663.714285714286,4.335732919302136
477,죠,EF,4868,21610.442857142854,4.334663666857453
478,버리,VX,4817,21384.039285714283,4.3300897436138595
479,날,VV,4812,21361.842857142856,4.329638715967232
480,놓,VV,4795,21286.375,4.328101708806108
481,다녀오,VV,4776,21202.02857142857,4.326377415420739
482,놓,VX,4772,21184.27142857143,4.32601353229773
483,줄,NNG,4759,21126.56071428571,4.324828802098183
484,면서,EC,4754,21104.364285714284,4.324372274691587
485,참,VV,4750,21086.60714285714,4.324006706924292
486,아주,MAG,4706,20891.27857142857,4.319965020139428
487,와,JKB,4697,20851.325,4.319133657482674
488,일,NNG,4681,20780.296428571426,4.317651738426868
489,잃어버리,VV,4667,20718.14642857143,4.316350898184582
490,도서관,NNG,4658,20678.192857142854,4.315512581498087
491,야,IC,4648,20633.8,4.314579216681699
492,몸,NNG,4623,20522.817857142854,4.3122369907375075
493,빠르,VA,4614,20482.864285714284,4.3113906874845
494,사과,NNG,4613,20478.425,4.3112965519076925
495,치즈,NNG,4598,20411.835714285713,4.309882064232686
496,풀,VV,4573,20300.85357142857,4.307514298680108
497,백설공주,NNP,4566,20269.77857142857,4.306849004453642
498,간지럽,VA,4556,20225.385714285712,4.3058968127064885
499,구멍,NNG,4549,20194.31071428571,4.305229034129381
500,열,NR,4533,20123.28214285714,4.303698816358113
501,티비,NNG,4525,20087.767857142855,4.302931680840648
502,ㄴ지,EC,4515,20043.375,4.30197085194895
503,시키,VV,4512,20030.057142857142,4.301682188274712
